talk_id,speaker_name,institution,session_title,opportunity_type,priority,description,transcript_evidence,crispro_angle
advances-in-immunotherapy::unknown::4,Archana Balan,Johns Hopkins University / Sidney Kimmel Comprehensive Cancer Center,advances-in-immunotherapy,trial_design_improvement,high,Prospective longitudinal sampling (paired pre‑/post‑IO biopsies) to capture dynamic evolution of EMT and immune states,"Speaker acknowledged that ""the study used unmatched pre‑ and post‑IO samples""",CrisPRO can simulate adaptive trial designs that trigger combination escalation when EMT signatures rise
advances-in-melanoma-research-and-treatment::unknown::1,Eva Hernando,"University of California, Los Angeles (UCLA)",advances-in-melanoma-research-and-treatment,resistance_mechanism_addressable,high,"Mechanical confinement induces chromatin de‑compaction and creates new transcriptional hubs that drive metastasis; CrisPRO could model these chromatin changes to predict which tumors will acquire a mesenchymal, highly deformable phenotype.","Speaker said: ""migration through these narrow channels induces the repression of heterochromatin and also reduces the density of the nucleus... this endows much more physical nuclear deformability""","CrisPRO's computational spine can integrate ATAC‑seq, Hi‑C and histone‑mark data to forecast chromatin hub formation and identify patients at risk of mechanical‑stress‑driven dissemination."
advances-in-melanoma-research-and-treatment::unknown::2,Georgina Long,Melanoma Institute Australia,advances-in-melanoma-research-and-treatment,biomarker_stratification_gap,high,Many failed Phase 3 trials lacked baseline IFN‑γ / PD‑L1 stratification; CrisPRO could provide a predictive resistance model (NeoPredict) to enrich future trials.,"Speaker said: ""the anti‑TIGIT trial showed a trend for poorer survival, likely because we did not look at baseline tissue before making the decision.""","CrisPRO can integrate transcriptomic, DNA and clinical features to generate a resistance score for patient selection."
advances-in-melanoma-research-and-treatment::unknown::2,Georgina Long,Melanoma Institute Australia,advances-in-melanoma-research-and-treatment,trial_design_improvement,medium,Low-dose ipilimumab in CheckMate 915 diluted efficacy; CrisPRO could simulate dose‑response curves to optimize checkpoint dosing before trial launch.,"Speaker said: ""we know that ipilimumab, not PD‑1, has a dose‑response relationship, higher dose, better response.""",CrisPRO's computational modeling of immune activation can predict optimal checkpoint dosing regimens.
advances-in-melanoma-research-and-treatment::unknown::2,Georgina Long,Melanoma Institute Australia,advances-in-melanoma-research-and-treatment,combination_partner,high,"Third‑space patients identified by NeoPredict could be matched with emerging CAR‑T or TIL platforms; CrisPRO can prioritize antigen targets (e.g., TYRP1, IL‑13Rα2) based on expression heterogeneity.","Speaker said: ""we have a suite of prediction tools... NeoPredict predicts resistance to PD‑1 monotherapy.""",CrisPRO can rank surface antigens for CAR design using tumor‑specific expression and splice‑variant data.
advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna::unknown::1,Adel Chaudhry,Mayo Clinic,advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna,biomarker_stratification_gap,high,Use of lymphatic fluid from surgical drains dramatically increases ctDNA yield and improves risk stratification for patients who are ctDNA‑negative in plasma.,"Speaker said: ""lymph ctDNA MRD was associated with worse PFS... lymph ctDNA outperformed individual pathology features... lymph ctDNA 24 h significantly stratified progression‑free survival, while plasma did not at this early time point.""","CrisPRO can integrate lymphatic‑fluid‑derived cfDNA sequencing with its computational spine to generate a high‑sensitivity MRD signature, overcoming plasma‑only limitations."
advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna::unknown::1,Adel Chaudhry,Mayo Clinic,advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna,platform_superiority_angle,medium,"Spatial ecotype inference from cfDNA methylation provides a non‑invasive readout of the tumor microenvironment, a capability not offered by standard ctDNA mutation panels.","Speaker said: ""we developed a binary neural network to infer spatial ecotypes from plasma cfDNA methylomes and predict immunotherapy response.""","CrisPRO’s AI‑driven methylation deconvolution can be extended to predict spatial ecotypes, giving a competitive edge over mutation‑only assays."
advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna::unknown::2,Anagnostou,Johns Hopkins University,advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna,trial_design_improvement,high,Incorporate baseline tumor fraction or shedding biomarkers into enrollment criteria for ctDNA‑adaptive trials to enrich for patients where MRD detection is feasible.,"Speaker said: ""we need to know the concordance between ctDNA MRD positivity and outcomes… we do not have that answer, which motivated the Tic‑Tac‑Toe trial.""",CrisPRO can model shedding probability per tumor type and recommend stratified enrollment thresholds.
advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna::unknown::2,Anagnostou,Johns Hopkins University,advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna,resistance_mechanism_addressable,medium,Develop cfDNA methylation‑based spatial ecotype signatures to capture microenvironment‑driven resistance that mutation‑only assays miss.,"Speaker highlighted that ""a significant fraction of ctDNA‑negative patients still recur"" suggesting non‑mutational mechanisms.","CrisPRO’s methylation deconvolution pipeline can generate ecotype scores from low‑VAF cfDNA, providing a complementary resistance biomarker."
advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna::unknown::3,Victor Adel,Broad Institute / Exact Sciences (Abbott),advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna,platform_superiority_angle,high,CrisPRO can combine MAESTRO‑derived ultra‑low VAF mutation data with its computational spine to improve variant calling confidence at part‑per‑million levels.,"Speaker said: ""MAESTRO converts low VAF mutations to high VAF mutations to detect ctDNA at or below part per million levels with high specificity.""","CrisPRO’s error‑modeling framework can further suppress residual noise, extending MAESTRO’s sensitivity."
advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna::unknown::3,Victor Adel,Broad Institute / Exact Sciences (Abbott),advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna,biomarker_stratification_gap,medium,"Use priming agents to increase cfDNA yield, enabling detection in low‑shedding cancers where current assays fail.","Speaker said: ""we could give an injection before a blood draw that could briefly slow the clearance of cfDNA… order of magnitude improvements in ctDNA recovery in mice.""","CrisPRO can model the expected increase in informative molecules and adjust LOD95 calculations per sample, providing clinicians with a quantitative confidence metric."
advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-::unknown::1,Yibin Kang,Princeton,advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-,biomarker_stratification_gap,high,"Develop a clinical assay for the triple‑positive IMAC markers (VCAN1, CD163, CCR3) to identify patients at risk of bone metastasis","Speaker said: ""Those are markers that exist in normal bone marrow as well... we don't think you can use those marker to assess the bone metastasis degree.""",CrisPRO can integrate single‑cell niche labeling data to define a composite IMAC signature predictive of bone metastatic risk
advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-::unknown::1,Yibin Kang,Princeton,advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-,resistance_mechanism_addressable,medium,Target CCR3‑mediated recruitment of IMACs to block the iron‑rich niche that supports tumor survival under hypoxia,"Speaker said: ""One of the potential is to try to target CCR3, because that seems to be specifically used by MACC or IMAC to be recruited to niche.""",CrisPRO can model CCR3‑ligand interactions and predict small‑molecule or antibody inhibitors that disrupt IMAC recruitment
advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-::unknown::1,Yibin Kang,Princeton,advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-,combination_partner,high,Combine a CCR3 antagonist with standard chemotherapy to prevent JAG1‑mediated chemoresistance in bone metastasis,"Speaker said: ""Combined treatment leads to nearly 100% reduction of bone metastasis.""",CrisPRO can simulate synergistic effects of CCR3 blockade plus chemotherapy on tumor‑bone niche dynamics
advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-::unknown::1,Yibin Kang,Princeton,advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-,trial_design_improvement,medium,Design a biomarker‑enriched early‑phase trial enrolling patients with high IMAC recruitment signatures to test CCR3 blockade,"Speaker said: ""We want to block this recruitment of IMAC away from EBI to the bone metastasis because we need them for red blood cell formation.""",CrisPRO can stratify patients based on IMAC spatial transcriptomics to enrich for those most likely to benefit
advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-::unknown::2,Divi Yi,MD Anderson,advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-,biomarker_stratification_gap,high,Develop a REG expression assay to select patients for the REG inhibitor trial,"Speaker said: ""REG expressed in cancer cells can bind to ACE100 proteins... leading to immunosuppressive niche""",CrisPRO can integrate tumor transcriptomics to generate a REG‑high signature for patient enrichment
advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-::unknown::2,Divi Yi,MD Anderson,advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-,combination_partner,medium,Combine REG inhibitor with immune checkpoint blockade to overcome M2‑macrophage mediated suppression,"Speaker said: ""REG inhibitor reduces M2‑like macrophage and MDSCs, meanwhile enhances CD8 T cell.""",CrisPRO can model synergistic immune activation when REG inhibition is paired with anti‑PD‑1
advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-::unknown::2,Divi Yi,MD Anderson,advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-,platform_superiority_angle,medium,Leverage CrisPRO’s computational spine to predict additional VCAM‑linked niche molecules for more selective imaging agents,"Speaker said: ""VCAM is up‑regulated on luminal surface of endothelial cells in response to tumor‑derived inflammatory signals.""",CrisPRO can prioritize alternative endothelial targets with higher tumor‑specificity than VCAM
advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-::unknown::2,Divi Yi,MD Anderson,advances-in-pre-metastatic-niche-biology-from-pre-clinical-insights-to-clinical-,trial_design_improvement,high,Design a biomarker‑driven early‑phase trial using VCAM‑PET to enroll patients with imaging‑confirmed pre‑metastatic niche,"Speaker said: ""ImmunoPET can detect pre‑metastatic niche before standard MRI can do.""",CrisPRO can simulate enrichment impact of imaging‑based eligibility on trial power
advances-in-precision-oncology::unknown::1,Luda Bazhanova,UC San Diego Moores Cancer Center,advances-in-precision-oncology,biomarker_stratification_gap,high,Lack of ctDNA or molecular resistance biomarker data creates an opportunity for CrisPRO to develop predictive models for ROS1 TKI response and resistance,Speaker noted pooled analysis included patients with prior chemotherapy and no ctDNA pre‑screening,Use CrisPRO's computational pipeline to integrate ctDNA dynamics and clinical outcomes to identify sub‑populations benefiting most from telatrexib
advances-in-precision-oncology::unknown::2,Shun Lu,"Shanghai Chest Hospital, Shanghai Lung Cancer Center",advances-in-precision-oncology,combination_partner,medium,High toxicity in the combination arm suggests need for alternative partners; CrisPRO could identify synergistic agents with lower overlapping toxicity,Speaker reported 77.8% grade ≥3 TRAEs in combo vs 40.6% in mono,"Leverage CrisPRO's in‑silico synergy platform to prioritize low‑toxicity combos (e.g., ERK inhibitors) for HER2‑mutant NSCLC"
advances-in-precision-oncology::unknown::3,Zhang Hongxe,First Affiliated Hospital of Guangzhou Medical University,advances-in-precision-oncology,resistance_mechanism_addressable,high,C797S‑driven resistance is a clear unmet need; CrisPRO can model structural impacts of C797S and predict next‑generation inhibitors,Speaker emphasized that HS10504 is designed to target C797S mutation,Apply CrisPRO's protein‑structure prediction to design molecules that retain potency against C797S and emerging tertiary mutations
advances-in-precision-oncology::unknown::4,Kanwal Raghav,University of Texas MD Anderson Cancer Center,advances-in-precision-oncology,resistance_mechanism_addressable,high,Acquired MET amplifications and MAPK mutations after combo suggest need for downstream ERK inhibition; CrisPRO can predict optimal ERK inhibitor partners,"Speaker reported acquired alterations in RTK MAPK pathway (MET, BRAF V600E, MAP2K1) after combination therapy",Use CrisPRO to model combinatorial inhibition of KRASG12C and ERK to preempt bypass resistance
advances-in-precision-oncology::unknown::5,Terri‑Ann Koch,Amplia Therapeutics,advances-in-precision-oncology,trial_design_improvement,high,Incorporate phospho‑FAK biomarker stratification to enrich for patients likely to benefit from FAK inhibition,"Speaker admitted that phospho‑FAK assay failed in phase 2, leaving no target engagement data",Use CrisPRO's multi‑omic integration to develop a predictive FAK‑activity signature for patient selection
advances-in-precision-oncology::unknown::6,Valentina Marulanda Corzo,Weill Cornell Medicine,advances-in-precision-oncology,combination_partner,medium,Fractionated actinium‑225 regimen could be paired with DNA repair inhibitors to enhance efficacy while managing marrow toxicity,Speaker noted thrombocytopenia as DLT and suggested need for alternative schedules,"Leverage CrisPRO to model synergistic combos that spare hematopoietic cells (e.g., PARP inhibitors)"
advances-in-the-use-of-geospatial-and-neighborhood-data-for-cancer-population-sc::unknown::1,Trang Vo-Pham,Fred Hutchinson Cancer Center / University of Washington,Advances in the Use of Geospatial and Neighborhood Data for Cancer Population Sciences,biomarker_stratification_gap,high,Integration of geospatial exposure histories with internal omics data to identify high‑risk subpopulations for targeted interventions.,Speaker highlighted linking residential address histories with geospatial data to examine life‑course exposures and mentioned internal exposome integration in future work.,CrisPRO can combine longitudinal geocoded address trajectories with multi‑omics profiles to generate exposure‑biomarker signatures for risk stratification.
advances-in-the-use-of-geospatial-and-neighborhood-data-for-cancer-population-sc::unknown::1,Trang Vo-Pham,Fred Hutchinson Cancer Center / University of Washington,Advances in the Use of Geospatial and Neighborhood Data for Cancer Population Sciences,platform_superiority_angle,medium,Demonstrate computational efficiency of CrisPRO over manual GIS pipelines for large‑scale exposure mapping.,Speaker described labor‑intensive process of reconstructing address histories via LexisNexis and manual GIS linking.,"CrisPRO’s automated pipeline can ingest address histories and output standardized exposure matrices at scale, reducing time and cost."
advances-in-the-use-of-geospatial-and-neighborhood-data-for-cancer-population-sc::unknown::2,Jamie Hart,Harvard Medical School / Brigham and Women's Hospital,Advances in the Use of Geospatial and Neighborhood Data for Cancer Population Sciences,resistance_mechanism_addressable,high,"Use CrisPRO to dissect source‑specific PM2.5 components (e.g., metals, PAHs) and their differential impact on tumor biology.","Speaker highlighted need to identify which specific pollutants within PM2.5 drive cancer risk, especially from wildfires versus other sources.",CrisPRO can integrate high‑resolution emission inventories with patient exposure data to model component‑specific dose‑response curves.
advances-in-the-use-of-geospatial-and-neighborhood-data-for-cancer-population-sc::unknown::2,Jamie Hart,Harvard Medical School / Brigham and Women's Hospital,Advances in the Use of Geospatial and Neighborhood Data for Cancer Population Sciences,combination_partner,medium,Partner with air‑purification device manufacturers to evaluate combined exposure reduction and therapeutic outcomes.,Speaker mentioned ongoing trials providing air‑purification equipment to patients during wildfire season.,CrisPRO can stratify patients likely to benefit most from such interventions based on exposure and molecular profiles.
advances-in-the-use-of-geospatial-and-neighborhood-data-for-cancer-population-sc::unknown::3,Iona Chang,"University of California, San Francisco",Advances in the Use of Geospatial and Neighborhood Data for Cancer Population Sciences,biomarker_stratification_gap,high,"Develop composite exposure‑social determinant scores that integrate historical redlining, current segregation, and individual SES for precision risk modeling.",Speaker highlighted need to move from single‑domain redlining to multi‑domain structural racism indices.,CrisPRO can fuse longitudinal geocoded addresses with historic policy maps and individual omics to generate refined risk scores.
advances-in-the-use-of-geospatial-and-neighborhood-data-for-cancer-population-sc::unknown::3,Iona Chang,"University of California, San Francisco",Advances in the Use of Geospatial and Neighborhood Data for Cancer Population Sciences,trial_design_improvement,medium,"Design stratified trials that enroll participants based on combined structural racism scores to test targeted interventions (e.g., navigation, community resources).",Speaker noted that current RESPOND analyses combine races and may dilute signals.,CrisPRO can simulate power and effect size for stratified designs using existing registry data.
advances-in-therapeutic-antibodies::unknown::1,Ryan Herency,Discovery Medicine,advances-in-therapeutic-antibodies,biomarker_stratification_gap,high,Need for quantitative peripheral neutrophil CCAM6 expression to predict toxicity and select patients,Speaker noted substantial on‑target cytopenias due to peripheral antigen sink on mature neutrophils,CrisPRO could model CCAM6 density distributions and predict safe dosing windows
advances-in-therapeutic-antibodies::unknown::1,Ryan Herency,Discovery Medicine,advances-in-therapeutic-antibodies,resistance_mechanism_addressable,medium,Potential escape via down‑regulation of CCAM6 on tumor cells,"Speaker set a breakpoint at 80,000 copies per cell based on biopsy data",CrisPRO can simulate tumor heterogeneity and identify combination strategies to prevent antigen loss
advances-in-therapeutic-antibodies::unknown::2,Jason Dukes,NARA Bio,advances-in-therapeutic-antibodies,biomarker_stratification_gap,high,Develop a CrisPRO model to predict peptide‑HLA presentation levels across tumor types and HLA‑A3 carriers,Speaker noted HLA‑A3 prevalence of 20‑30% and variable peptide density (hundreds to low thousands copies per cell),CrisPRO can integrate proteomic and HLA‑binding predictions to prioritize patients
advances-in-therapeutic-antibodies::unknown::2,Jason Dukes,NARA Bio,advances-in-therapeutic-antibodies,combination_partner,medium,"Identify synergistic partners (e.g., checkpoint inhibitors) to broaden efficacy beyond HLA‑A3 restricted cohort",Speaker highlighted synergy with existing immunotherapies in discussion,CrisPRO can simulate combination effects on T‑cell activation thresholds
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr::unknown::1,Louis Chodosh,University of Pennsylvania,Advances in Understanding Disseminated Tumor Cells: An Emerging Opportunity to Prevent Lethal Breast Cancer?,biomarker_stratification_gap,high,The current IHC‑based DTC assay is low‑throughput and insensitive; CrisPRO could develop a computational pipeline to integrate flow‑cytometry and ctDNA data for more precise DTC quantification.,"Speaker said: ""it's low throughput, it's low sensitivity... there is a high false negative rate from studying just one bone marrow aspirate""",Apply machine‑learning models to multimodal single‑cell and ctDNA datasets to generate a high‑sensitivity DTC risk score.
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr::unknown::1,Louis Chodosh,University of Pennsylvania,Advances in Understanding Disseminated Tumor Cells: An Emerging Opportunity to Prevent Lethal Breast Cancer?,resistance_mechanism_addressable,medium,Autophagy and mTOR inhibition reduce DTC burden; CrisPRO could identify patients whose DTCs show transcriptional signatures of autophagy dependence for targeted therapy.,"Speaker said: ""pharmacologically block autophagy by administering chloroquine... results in an improvement in recurrence‑free survival""","Use CrisPRO to predict autophagy‑dependency scores from bulk and single‑cell RNA‑seq of DTCs, guiding chloroquine‑based regimens."
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr::unknown::1,Louis Chodosh,University of Pennsylvania,Advances in Understanding Disseminated Tumor Cells: An Emerging Opportunity to Prevent Lethal Breast Cancer?,trial_design_improvement,medium,"Design a biomarker‑driven adaptive trial that enrolls only patients with confirmed DTC clearance after a run‑in period, reducing dilution of signal.","Speaker said: ""the lessons of the CLEVER trials was first, we see concordant effects in patients than in mice... transient inhibition of autophagy or mTOR during this surveillance period can both reduce RTC burden""",Leverage CrisPRO predictive models to define optimal treatment windows and adaptive randomization rules based on real‑time DTC dynamics.
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr::unknown::2,Amulya Sreekumar,University of Pennsylvania (Chodosh Lab),Advances in Understanding Disseminated Tumor Cells: An Emerging Opportunity to Prevent Lethal Breast Cancer?,biomarker_stratification_gap,high,Endochondral ossification gene signatures could serve as a dormancy biomarker; CrisPRO can develop a predictive model to identify patients with high ossification scores for tailored therapy.,"Speaker said: ""enrichment of these signatures was associated with a delay in time to recurrence""",Integrate bulk RNA‑seq and single‑cell data to compute an ossification‑dormancy score for risk stratification.
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr::unknown::2,Amulya Sreekumar,University of Pennsylvania (Chodosh Lab),Advances in Understanding Disseminated Tumor Cells: An Emerging Opportunity to Prevent Lethal Breast Cancer?,resistance_mechanism_addressable,medium,Loss of SOX5 removes a brake on proliferation; CrisPRO could screen for small molecules that mimic SOX5 activity or activate downstream osteogenic pathways.,"Speaker said: ""loss of SOX5 promotes RTC proliferation and accelerates recurrence""",Use computational docking and network analysis to prioritize compounds that activate SOX5‑regulated osteogenic targets.
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr::unknown::2,Amulya Sreekumar,University of Pennsylvania (Chodosh Lab),Advances in Understanding Disseminated Tumor Cells: An Emerging Opportunity to Prevent Lethal Breast Cancer?,platform_superiority_angle,medium,"CrisPRO’s single‑cell multi‑omics pipeline can simultaneously capture ossification signatures and proliferation markers, outperforming standard IHC.","Speaker said: ""we used PET/CT with 18F‑sodium fluoride to detect calcification in residual lesions""",Apply CrisPRO to integrate imaging‑derived quantitative PET data with transcriptomics for a composite dormancy index.
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr::unknown::3,Christoph Klein,"University of Regensburg, Germany",Advances in Understanding Disseminated Tumor Cells: An Emerging Opportunity to Prevent Lethal Breast Cancer?,biomarker_stratification_gap,high,Develop a computational classifier to identify embryonic‑like DCC transcriptional signatures in bone‑marrow or blood samples.,"Speaker said: ""M0 DCCs actually cluster very closely to human embryonic stem cells""",Train a machine‑learning model on single‑cell RNA‑seq data to generate an embryonic‑DCC score for early risk assessment.
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr::unknown::3,Christoph Klein,"University of Regensburg, Germany",Advances in Understanding Disseminated Tumor Cells: An Emerging Opportunity to Prevent Lethal Breast Cancer?,platform_superiority_angle,medium,"CrisPRO’s single‑cell phospho‑proteomics can uncover active signaling (e.g., IL‑6, p‑STAT3) in rare DCCs, surpassing bulk assays.","Speaker said: ""we can detect activation of HER2, phospho‑AKT, phospho‑STAT3 in individual DCCs""",Integrate phospho‑protein barcoding with transcriptomics to map functional states of DCCs.
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr::unknown::3,Christoph Klein,"University of Regensburg, Germany",Advances in Understanding Disseminated Tumor Cells: An Emerging Opportunity to Prevent Lethal Breast Cancer?,combination_partner,medium,"Identify kinase inhibitors (e.g., JAK/STAT blockers) that target activated pathways in embryonic‑like DCCs for combination trials.","Speaker said: ""we see activation of IL6 signaling and phospho‑ERK, phospho‑AKT, phospho‑STAT3""",Use CrisPRO network analysis to prioritize existing drugs that disrupt these signaling hubs in DCCs.
advancing-cancer-research-through-an-international-cancer-registry-aacr-project-::unknown::3,Bruno Bacorni,Dana‑Farber Cancer Institute / Beth Israel Deaconess Medical Center,advancing-cancer-research-through-an-international-cancer-registry-aacr-project-,biomarker_stratification_gap,high,KMT2C mutation status could be used to prospectively select colorectal cancer patients for platinum‑based regimens where no biomarker currently exists.,"Speaker said: ""KMT2C occurs in about 8% of colorectal cancer, so this could be meaningful""",CrisPRO can integrate KMT2C mutation data with HRD signature modeling to refine patient selection for platinum therapy.
advancing-cancer-research-through-an-international-cancer-registry-aacr-project-::unknown::3,Bruno Bacorni,Dana‑Farber Cancer Institute / Beth Israel Deaconess Medical Center,advancing-cancer-research-through-an-international-cancer-registry-aacr-project-,failed_asset_salvage,medium,Existing PARP inhibitors could be repurposed for KMT2C‑mutant tumors given the HRD‑like phenotype.,"Speaker said: ""If KMT2C loss creates functional HRD deficiency, then patients harboring KMT2C mutation should have increased sensitivity to platinum… and possibly PARP inhibition""",CrisPRO can predict synthetic lethal interactions between KMT2C loss and PARP inhibition across tumor types.
advancing-cancer-research-through-an-international-cancer-registry-aacr-project-::unknown::4,Dr. Ochi,Unspecified (Japan/GENIE collaborators),advancing-cancer-research-through-an-international-cancer-registry-aacr-project-,combination_partner,high,Develop MEK inhibitor‑based combos targeting class II BRAF dimer drivers in pancreatic cancer.,"Speaker said: ""Class II BRAF alterations, especially inflammatory, are mainly seen in pancreatic cancer, highlighting therapeutic potential of MEK inhibitors or novel BRAF dimer‑targeting agents""",CrisPRO can model downstream MAPK signaling dependencies of class II BRAF mutants to prioritize MEK inhibitor combinations.
advancing-cancer-research-through-an-international-cancer-registry-aacr-project-::unknown::5,Elizabeth Martin,Broad Institute (Gaddy Getz group),advancing-cancer-research-through-an-international-cancer-registry-aacr-project-,platform_superiority_angle,medium,CrisPRO can leverage the high‑resolution clone tracking from Ultima PPMseq to improve predictive modeling of resistance emergence.,"Speaker said: ""With whole genome sequencing we can be more confident in the tree and identify driver mutations on unique branches""",Integrate duplex‑derived clonal fractions into CrisPRO's evolutionary simulations for earlier detection of emergent resistant subclones.
advancing-cancer-research-through-an-international-cancer-registry-aacr-project-::unknown::6,Sofia Manjarrez,City of Hope (Velasquez‑Villareal Lab),advancing-cancer-research-through-an-international-cancer-registry-aacr-project-,biomarker_stratification_gap,high,"Identify microbial signatures (e.g., Bacteroides, Veillonella) that could serve as early‑onset CRC risk markers in Hispanic/Latino populations.","Speaker said: ""Bacteroides is highly enriched in the early onset... Veillonella is also highly enriched""",CrisPRO can integrate microbial abundance data with host genomic and clinical features to build multi‑modal risk prediction models.
advancing-cancer-research-through-an-international-cancer-registry-aacr-project-::unknown::6,Sofia Manjarrez,City of Hope (Velasquez‑Villareal Lab),advancing-cancer-research-through-an-international-cancer-registry-aacr-project-,trial_design_improvement,medium,Design prospective trials stratifying patients by microbiome diversity and KMT2C/KRAS status to test targeted prevention strategies.,Speaker noted the need for larger comparative studies to better understand risks for this high‑risk population.,Use CrisPRO to simulate trial power when incorporating microbiome‑derived covariates.
advancing-early-phase-pediatric-cancer-trials-to-turn-promising-agents-into-acti::unknown::1,Dr. Jerry McGean,Syndax Pharmaceuticals,Advancing Early Phase Pediatric Clinical Trials to Turn Promising Agents into Actionable Evidence,biomarker_stratification_gap,high,Revumenib development relied on blast count reduction without a validated molecular biomarker; CrisPRO could develop predictive transcriptional or epigenetic signatures to enrich future pediatric trials.,"Speaker said: ""We didn't ever develop a biomarker for it. So it was really just a reduction in the blast count was a true indicator of the on-target activity.""",Use CrisPRO's computational spine to integrate RNA‑seq and ChIP‑seq data from menin‑dependent leukemias to derive a robust on‑target biomarker panel.
advancing-early-phase-pediatric-cancer-trials-to-turn-promising-agents-into-acti::unknown::1,Dr. Jerry McGean,Syndax Pharmaceuticals,Advancing Early Phase Pediatric Clinical Trials to Turn Promising Agents into Actionable Evidence,resistance_mechanism_addressable,medium,"No resistance mechanisms were described; CrisPRO can model potential escape pathways (e.g., alternative HOX/MEIS activation) to guide combination strategies.","Speaker noted: ""We saw a single agent effect in 7 of 8 pediatric PDXs, but did not discuss mechanisms of non‑responders.""",Apply CrisPRO's network analysis to predict secondary targets that may mediate resistance and prioritize rational combos.
advancing-early-phase-pediatric-cancer-trials-to-turn-promising-agents-into-acti::unknown::2,Dr. Nicole Dresner,U.S. Food and Drug Administration,Advancing Early Phase Pediatric Clinical Trials to Turn Promising Agents into Actionable Evidence,trial_design_improvement,high,"FDA highlighted flexibility for adaptive, seamless designs; CrisPRO can provide computational modeling to optimize dose‑escalation and cohort allocation for rare pediatric populations.","Speaker said: ""Seamless designs, as was in the trametinib dabrafenib example, that allow for adequate toxicity PK data and comparisons for efficacy""",Leverage CrisPRO's simulation engine to predict optimal adaptive trial pathways and reduce patient numbers while maintaining statistical power.
advancing-early-phase-pediatric-cancer-trials-to-turn-promising-agents-into-acti::unknown::2,Dr. Nicole Dresner,U.S. Food and Drug Administration,Advancing Early Phase Pediatric Clinical Trials to Turn Promising Agents into Actionable Evidence,biomarker_stratification_gap,medium,Regulatory guidance emphasizes need for age‑appropriate biomarkers; CrisPRO can generate in‑silico biomarker panels to satisfy FDA expectations early in IND filings.,"Speaker said: ""We need to think about PK and age associated toxicity as well. Impact of trial design...""",Integrate pharmacokinetic modeling with pediatric physiology to propose biomarker‑guided dosing strategies.
advancing-precision-approaches-to-head-and-neck-cancers::unknown::1,Barbara Bertness,Yale School of Medicine,advancing-precision-approaches-to-head-and-neck-cancers,biomarker_stratification_gap,high,Identify patients with nuclear EGFR or low PD‑L1 who are unlikely to benefit from cetuximab‑based regimens and direct them to bispecific or Aurora‑WEE1 combos.,Speaker highlighted that nuclear EGFR persists after cetuximab and that PD‑L1‑negative patients do not benefit from pembrolizumab alone.,CrisPRO can integrate spatial proteomics and transcriptomics to flag nuclear EGFR signatures and predict lack of response to surface EGFR antibodies.
advancing-precision-approaches-to-head-and-neck-cancers::unknown::1,Barbara Bertness,Yale School of Medicine,advancing-precision-approaches-to-head-and-neck-cancers,combination_partner,medium,Combine EGFR bispecifics with Aurora‑WEE1 synthetic lethal strategy to overcome EMT‑driven resistance.,Speaker described that Aurora inhibition synergizes with WEE1 inhibition especially in EGFR‑resistant models.,CrisPRO can model pathway cross‑talk to prioritize Aurora‑WEE1 as a rational partner for EGFR bispecifics in p53‑mutant HPV‑negative tumors.
