session,speaker_name,affiliation,tumor_types,clinical_stage,trial_name,trial_features,source,nct_verified
El Camino de la Pediatria: Finding Our Way Through the Chasm of Pediatric Oncology Drug Development,Ted Leach,"Children's Hospital of Philadelphia, Associate Professor of Pediatrics",B‑cell acute lymphoblastic leukemia; AML; neuroblastoma; diffuse midline glioma; osteosarcoma; solid tumor,mixed,ALL 1331 (blinatumomab first relapse),"pediatric B‑ALL, first relapse",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
El Camino de la Pediatria: Finding Our Way Through the Chasm of Pediatric Oncology Drug Development,Ted Leach,"Children's Hospital of Philadelphia, Associate Professor of Pediatrics",B‑cell acute lymphoblastic leukemia; AML; neuroblastoma; diffuse midline glioma; osteosarcoma; solid tumor,mixed,ALL 1731 (frontline blinatumomab),"standard‑risk B‑ALL, n≈1400",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
El Camino de la Pediatria: Finding Our Way Through the Chasm of Pediatric Oncology Drug Development,Ted Leach,"Children's Hospital of Philadelphia, Associate Professor of Pediatrics",B‑cell acute lymphoblastic leukemia; AML; neuroblastoma; diffuse midline glioma; osteosarcoma; solid tumor,mixed,tisagenlecleucel pivotal trial,"relapsed/refractory B‑ALL, median 74% marrow blasts",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
El Camino de la Pediatria: Finding Our Way Through the Chasm of Pediatric Oncology Drug Development,Ted Leach,"Children's Hospital of Philadelphia, Associate Professor of Pediatrics",B‑cell acute lymphoblastic leukemia; AML; neuroblastoma; diffuse midline glioma; osteosarcoma; solid tumor,mixed,GD2‑CAR neuroblastoma phase I (Italy),"relapsed/refractory neuroblastoma, pediatric",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
epigenetics-in-hematologic-malignancies,Jennifer Amengual,"Columbia University, Department of Hematology/Oncology",lymphoma,phase_2,CTEP study of belinostat + tazemetostat + mocetuzumab,patients with relapsed/refractory B‑cell lymphoma,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
epigenetics-in-hematologic-malignancies,Jennifer Amengual,"Columbia University, Department of Hematology/Oncology",lymphoma,phase_2,tazemetostat priming of CAR‑T (various products),"13 patients with diverse lymphomas, many TP53‑mutated",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
fibroblast-dynamics-how-heterogeneity-shapes-the-tumor-microenvironment,Stephanie Duggan,Dana-Farber Cancer Institute and Harvard Medical School,pancreatic ductal adenocarcinoma,unspecified,Smoothened inhibitor + gemcitabine,"pancreatic cancer patients, phase 1/2",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
fibroblast-dynamics-how-heterogeneity-shapes-the-tumor-microenvironment,Stephanie Duggan,Dana-Farber Cancer Institute and Harvard Medical School,pancreatic ductal adenocarcinoma,unspecified,Pegylated hyaluronidase + chemotherapy,"pancreatic cancer, phase II/III",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Focus on ctDNA,Yanrong Jiang,UCL,colorectal cancer,phase_2,NeoPRISM-CRC,"high-risk stage II or III MMRd colorectal cancers, n=32",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Focus on ctDNA,Julia Foldy,not specified,breast cancer,phase_2,MONITOR-BREAST,"all breast cancer subtypes, early stages I-III, n=113 evaluable",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Focus on ctDNA,Ranjan Upadhyay,not specified,inflammatory breast cancer,phase_2,not specified,"HR+ inflammatory breast cancer with residual disease after local therapy, n=31",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Focus on ctDNA,Enrique Sanz Garcia,Princess Margaret Hospital,head and neck squamous cell carcinoma,phase_2,MERIDIAN,"locally advanced HNSCC, high risk of recurrence, n=42 evaluable for MRD",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Focus on ctDNA,Li Lu,not specified,breast cancer,phase_1,Phase 1 study,"ER-positive, HER2-negative metastatic breast cancer, all prior CDK4/6 inhibitor use",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Focus on ctDNA,Gozde Kar,not specified,small cell lung cancer,phase_3,LUMINOUS,"extensive stage small cell lung cancer, n=152",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
From Risk Awareness to Informed Action Advancing Cancer Communication Across Prevention and Genomic Care,Anita Kinney,Rutgers Cancer Institute and Rutgers University,breast cancer; lung cancer; pan-cancer,phase_2,GenePilot RCT,"Black cancer patients, n≈100; oncologists, n≈50",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
gastricgastroesophageal-cancer-dynamics-pre-cancer-evolution-metastasis-microenv,Dr. Jaffa Ajani,MD Anderson Cancer Center,gastroesophageal adenocarcinoma,phase_2_3,Horizon GEA‑01,"Arm A: trastuzumab + chemo; Arm B: zanidatamab + chemo; Arm C: zanidatamab + tislelizumab + chemo; HER2‑positive GEA, ~10‑12% prevalence",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
gastricgastroesophageal-cancer-dynamics-pre-cancer-evolution-metastasis-microenv,Dr. Yelena Janjigian,Memorial Sloan Kettering Cancer Center,gastroesophageal adenocarcinoma,phase_3,Matterhorn (Phase III),"FLOT + durvalumab vs FLOT + placebo in resectable HER2‑negative GEA, global enrollment",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Harnessing the Power of the Immune System: Turning Cold Tumors Hot,Larry Fong,Fred Hutch / UCSF,prostate cancer,phase_3,atezolizumab phase III trial,prostate cancer patients,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
hematological-malignancies-undruggable-targets-and-new-frontiers,Jen Woyach,Ohio State University Comprehensive Cancer Center,chronic lymphocytic leukemia,mixed,RESONATE‑2 (ibrutinib frontline),"frontline CLL, median PFS 8.9 years",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
hematological-malignancies-undruggable-targets-and-new-frontiers,Jen Woyach,Ohio State University Comprehensive Cancer Center,chronic lymphocytic leukemia,mixed,ELEVATE‑TN (acalabrutinib frontline),62% PFS at 6 years,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
hematological-malignancies-undruggable-targets-and-new-frontiers,Jen Woyach,Ohio State University Comprehensive Cancer Center,chronic lymphocytic leukemia,mixed,SEQUOIA (zanubrutinib frontline),75.8% PFS at 5 years,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
hematological-malignancies-undruggable-targets-and-new-frontiers,Jen Woyach,Ohio State University Comprehensive Cancer Center,chronic lymphocytic leukemia,mixed,Phase I/II pirtobrutinib trial,relapsed/refractory CLL after covalent BTK inhibitor,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
hematological-malignancies-undruggable-targets-and-new-frontiers,Jen Woyach,Ohio State University Comprehensive Cancer Center,chronic lymphocytic leukemia,mixed,Phase I BTK degrader Bexarotenoag trial,kinase‑inhibitor‑resistant CLL,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
hematological-malignancies-undruggable-targets-and-new-frontiers,Jen Woyach,Ohio State University Comprehensive Cancer Center,chronic lymphocytic leukemia,mixed,Phase I BTK degrader BGB16673 trial,patients exposed to both covalent and non‑covalent BTK inhibitors,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,Amy Kramer,"National Cancer Institute, Intramural Research Program, Division of Cancer Epidemiology and Genetics",cervical cancer,phase_3,ESCUDO,"Girls 12-16 years, randomized to one vs two doses of Cervarix (bivalent) or Gardasil 9 (nonavalent)",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,Amy Kramer,"National Cancer Institute, Intramural Research Program, Division of Cancer Epidemiology and Genetics",cervical cancer,phase_3,PRISMA,"Women 18-30 years, single-dose bivalent or nonavalent vs control",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,NCI SHIP Trial Presenter,National Cancer Institute,cervical cancer,phase_2,"SHIP trial (SO1 sub‑protocol, BD/Waters Onclarity)","2,088 enrolled participants across 24 US sites; 495 completed per‑protocol; diverse demographic (23.6% Hispanic, 37.6% Black)",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,Jane Montealegre,"University of Texas MD Anderson Cancer Center, Associate Professor of Behavioral Science",cervical cancer,unspecified,PRESTESS trial,"2,474 under‑screened women in Harris Health System, randomized to usual care vs mailed self‑collection kit vs kit + navigation",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,Jane Montealegre,"University of Texas MD Anderson Cancer Center, Associate Professor of Behavioral Science",cervical cancer,unspecified,HOME trial,"Kaiser Northwest, mailed kits to under‑screened women",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
human-cancer-models-from-patient-derived-systems-to-clinical-translation,David Tuveson,Cold Spring Harbor Laboratory,pancreatic cancer,phase_2,Randomized organoid‑guided trial (gemcitabine/nab‑paclitaxel vs FOLFIRINOX),"160 patients with advanced pancreatic adenocarcinoma, KRAS mutant in ~90%",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
human-cancer-models-from-patient-derived-systems-to-clinical-translation,Pier Paolo Claudio,University of Mississippi Medical Center,glioblastoma; ovarian cancer,phase_2,ChemoID glioblastoma randomized trial (2023),"Recurrent Grade 4 gliomas, n≈??",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
human-cancer-models-from-patient-derived-systems-to-clinical-translation,Pier Paolo Claudio,University of Mississippi Medical Center,glioblastoma; ovarian cancer,phase_2,ChemoID ovarian cancer randomized trial (2025),"Recurrent platinum‑resistant ovarian cancer, ≤5 prior lines",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
immunometabolism-in-cancer,Dr Madar,"MD Anderson Cancer Center, Department of Immunology",AML; renal cell carcinoma; pancreatic adenocarcinoma; triple‑negative breast cancer,phase_1,Phase 1/2 CD70 CAR NK cells (TGFBR2 KO),"TGFBR2 knockout, CD70 CAR, off‑the‑shelf product",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
immunometabolism-in-cancer,Dr Madar,"MD Anderson Cancer Center, Department of Immunology",AML; renal cell carcinoma; pancreatic adenocarcinoma; triple‑negative breast cancer,phase_1,Phase 1/2 CD70 CAR NK cells (TGFBR2 KO) for RCC,"same product, renal cell carcinoma patients",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
immunotherapy-mechanisms-and-responses,Salman Punekar,NYU Langone Health,NSCLC,phase_1,Phase I STK-12 + pembrolizumab + carboplatin,"Stage 4 non-squamous NSCLC, 89% PD-L1 negative, enriched STK11/KEAP1/SMARCA4 alterations",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
immunotherapy-mechanisms-and-responses,Meilin Li,Houston Methodist Research Institute,breast cancer,phase_2,DTP trial (durvalumab + trastuzumab + pertuzumab),"51 HER2+ HR‑negative patients, 45 HER2‑enriched; 37 evaluable",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
immunotherapy-mechanisms-and-responses,Kerry Daniel MacDougall,MD Anderson Cancer Center,melanoma,phase_2,Randomized double‑blind high‑fiber vs control diet with ICB,Metastatic and neoadjuvant melanoma patients receiving standard checkpoint blockade,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
induced-proximity-pharmacology-degraders-and-beyond,Gwen Hansen,Nurix Therapeutics,chronic lymphocytic leukemia,phase_1,Phase 1 A/B BTK degrader trial,"Relapsed CLL patients, many with prior BTK inhibitor exposure, BTK resistance mutations, subset with CNS disease",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
innovative-targeted-and-cellular-therapies-for-exploiting-cancer-vulnerabilities,Patrick Sauer,Children's Hospital of Philadelphia,neuroblastoma; retinoblastoma; small cell lung cancer,preclinical,ongoing DISCO CAR T trial (NCT not disclosed),neuroblastoma patients,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
innovative-treatment-modalities-shaping-the-future-of-oncology,Angela Coxon,"Amgen, Vice President of Research and Development",small cell lung cancer; prostate cancer; pancreatic cancer; colorectal cancer; gastric cancer,mixed,DELPHI‑304,"Phase 3 SCLC, talatamab vs chemotherapy",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
innovative-treatment-modalities-shaping-the-future-of-oncology,John Hannan,"Netherlands Cancer Institute, Center for Cell Therapy",melanoma; endometrial cancer; penile cancer,phase_3,Randomized Phase 3 TIL vs Ipilimumab,"Metastatic melanoma, post‑PD‑1 progression",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
integrative-computational-approaches,Chibawanye Ene,"Department of Neurosurgery, MD Anderson Cancer Center",glioblastoma,preclinical,Upcoming engineered macrophage trial (T‑cell‑resistant),CRISPR‑KO TGF‑β receptors in macrophages,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
intratumoral-drug-responses,Dr. Unknown,Academic institution (unspecified),glioblastoma; cutaneous T‑cell lymphoma; head and neck cancer; prostate cancer; bladder cancer; pan‑cancer (solid tumors),mixed,Microdevice GBM study,"Patients with primary or recurrent GBM, n≈12",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
intratumoral-drug-responses,Dr. Unknown,Academic institution (unspecified),glioblastoma; cutaneous T‑cell lymphoma; head and neck cancer; prostate cancer; bladder cancer; pan‑cancer (solid tumors),mixed,CTCL microdevice study,"Patients with cutaneous T‑cell lymphoma, multiple agents",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
kras-inhibitors-from-discovery-to-patient-outcomes,Cameron Pitt,Quanta Therapeutics,colorectal cancer; pancreatic ductal adenocarcinoma; endometrial cancer; NSCLC,phase_2,QTX-3034 study,"KRAS G12D mutant colorectal, pancreatic, endometrial cancers; some with MTAP loss",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
kras-inhibitors-from-discovery-to-patient-outcomes,Cameron [last name not provided],Quanta Drug Discovery and Development,endometrial cancer; colorectal cancer; pancreatic ductal adenocarcinoma; NSCLC,phase_1,3034 dose‑escalation study,not specified,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
kras-inhibitors-from-discovery-to-patient-outcomes,Mallika Singh,"Revolution Medicines, Senior Vice President",NSCLC; pancreatic ductal adenocarcinoma; colorectal cancer,phase_3,Resolute‑302 (Phase III),"KRAS mutant solid tumors, includes G12, G13, Q61 variants",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
macrophages-as-therapeutic-gatekeepers-from-biology-to-clinical-application,Thomas Moran,"Mount Sinai, Phase 1 Oncology Program",non‑small cell lung cancer; colorectal cancer; breast cancer; pan‑cancer,phase_1,Dupilumab rescue study (NCT05194995),"PD‑1‑refractory NSCLC, prior pembrolizumab",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
macrophages-as-therapeutic-gatekeepers-from-biology-to-clinical-application,Thomas Moran,"Mount Sinai, Phase 1 Oncology Program",non‑small cell lung cancer; colorectal cancer; breast cancer; pan‑cancer,phase_1,Anakinra IL‑1 blockade trial,Advanced solid tumors progressing on PD‑1 blockade,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
metabolic-reprogramming-in-metastasis-nucleotide-pathways-as-drivers-and-therape,Dr. Pankaj Singh,University of Oklahoma Health Sciences Center,pancreatic ductal adenocarcinoma,preclinical,PDAC metastasis mouse splenic injection model,liver colonization,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
metabolic-signaling-and-therapeutic-vulnerabilities-in-cancer,Sergio Attanasio,"MD Anderson Cancer Center, Viale Lab",pancreatic ductal adenocarcinoma,phase_1_2,Phase 1/2 MD Anderson trial of Lixumustat + gemcitabine/nab‑paclitaxel,"Advanced PDAC, n=18",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
metabolic-signaling-and-therapeutic-vulnerabilities-in-cancer,Myra Di Tano,"New York University, Goncalves Lab",breast cancer; ovarian cancer; pancreatic cancer,preclinical,preclinical mouse study with mitapivat,BRCA2‑deficient xenografts,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
minisymposium-late-breaking-research,Dr. Wolpin,Revolution Medicines,pancreatic ductal adenocarcinoma,phase_1,GI102 sub‑protocol C (dose level 1B),"40 pts, KRAS G12D/V/R, first‑line metastatic PDAC",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
mitochondrial-transfer-networks-in-cancer-progression,Yosuke Togashi,"Okayama University, Japan",melanoma; non‑small cell lung cancer,preclinical,mouse subcutaneous tumor with MitoDSRed‑labeled cancer cells,TILs analyzed days 21‑42 for mtDNA transfer,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
neural-immune-crosstalk-in-cancer,Andreas Trump,"German Cancer Research Center (DKFZ), Heidelberg",pancreatic cancer,phase_1_2,SYNERGY trial,"locally advanced PDAC, denervation + nab‑paclitaxel + PD‑1 inhibitor",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
new-advances-in-bispecific-antibody-development,Nina Weiser,Designworks (executive director of multispecific antibody therapeutics),biliary tract cancer; gastric cancer; breast cancer; HER2‑positive solid tumors,approved,Phase III HORIZON‑GEA101,"Advanced HER2‑positive gastric cancer, HER2 IHC 3+",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
new-advances-in-bispecific-antibody-development,John Desjarlais,Zencor (Chief Science Officer),clear cell renal cell carcinoma; colorectal cancer; prostate cancer; lung adenocarcinoma,phase_1,Phase I EMPP3‑CD3 2+1 study,"Refractory clear cell RCC, 100% prior checkpoint inhibitor and VEGF TKI",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
new-frontiers-in-precision-oncology,Byung Chul Cho,"Yonsei Medical Center, Korea",NSCLC,phase_1_2,Phase I/II elacrasib study,"KRAS G12C mutant NSCLC, both inhibitor‑naïve and refractory",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
new-frontiers-in-precision-oncology,Jonathan Rees,University of California Davis Comprehensive Cancer Center,NSCLC,phase_1,RMC-9805-001 Phase I,"KRAS G12D mutant NSCLC, post‑IO and platinum",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
new-frontiers-in-precision-oncology,Timothy Yap,MD Anderson Cancer Center,ovarian cancer; colorectal cancer; pancreas; breast; esophageal; others,phase_1,Phase I dose‑escalation of zetaracib + lonresorib,"advanced solid tumors with CCNE1 amp, FBXW7 or PPP2R1A alterations",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
new-frontiers-in-precision-oncology,Afshin Delati,"University Hospital Seidman Cancer Center, Case Western Reserve University",,phase_1,CID-078 Phase I dose escalation,"advanced solid tumors, RB1 or CDKN2A loss",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
new-technologies-in-the-metabolism-of-cancer,Matt Vander Heiden,"University of California, San Diego, Department of Medicine",pancreatic ductal adenocarcinoma; acute lymphoblastic leukemia,mixed,Phase I/II ketogenic diet + chemotherapy in metastatic pancreatic cancer,"16 patients per arm, supervised carbohydrate‑restricted diet",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
next-generation-radioligand-therapy,Julie Sutcliffe,"University of California, Davis; Founder and CEO of Luminance Biosciences",pancreatic cancer; breast cancer; colon cancer; lung cancer; ovarian carcinoma; neuroblastoma,phase_1,Phase I αvβ6 theranostic trial,"patients with locally advanced/metastatic pancreatic cancer, progressed on prior chemotherapy",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
next-generation-radioligand-therapy,Jason Lewis,Memorial Sloan Kettering Cancer Center,small cell lung cancer; neuroendocrine prostate cancer; pancreatic neuroendocrine tumor; neuroblastoma,phase_1,DLL3 antibody PET/therapy pilot,"Patients with SCLC, neuroendocrine prostate cancer, NETs; DLL3‑positive by IHC",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
next-generation-radioligand-therapy,Marcus (Novartis),Novartis,non‑small cell lung cancer; pancreatic ductal adenocarcinoma; breast cancer; neuroendocrine tumors; multiple solid tumors,mixed,Phase I FXX‑489 Lu‑177 trial,Patients with solid tumors expressing FAP,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
nk-cell-based-cancer-immunotherapy-from-biology-to-the-clinic,Tim Lu,Senti Bio,acute myeloid leukemia,phase_1,SENTI‑202 Phase I (US/Australia),"relapsed/refractory AML, CD33+ and/or FLT3+",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
non-invasive-early-detection-of-single-site-cancers,Sandy Markowitz,Case Western Reserve University,esophageal adenocarcinoma,phase_2,EsaCheck/EsaGuard pilot,"120 high‑risk asymptomatic individuals, 800 validation cohort",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
non-invasive-early-detection-of-single-site-cancers,Sandy Markowitz,Case Western Reserve University,esophageal adenocarcinoma,phase_2,BAD longitudinal surveillance,"365 low‑grade dysplasia patients, 1,300 non‑dysplastic Barrett's",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
off-the-shelf-cell-therapies-for-cancer-and-beyond,Katy Rezvani,MD Anderson Cancer Center,hematologic malignancies; Hodgkin lymphoma; diffuse large B‑cell lymphoma; solid tumors; glioblastoma,phase_1,CD70 CAR‑NK basket trial,"median 8 prior lines, 36% ≥10 prior lines",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
off-the-shelf-cell-therapies-for-cancer-and-beyond,Katy Rezvani,MD Anderson Cancer Center,hematologic malignancies; Hodgkin lymphoma; diffuse large B‑cell lymphoma; solid tumors; glioblastoma,phase_1,AFM13 + CAR‑NK in Hodgkin lymphoma,"42 heavily pre‑treated pts, median 7 prior lines",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
off-the-shelf-cell-therapies-for-cancer-and-beyond,Katy Rezvani,MD Anderson Cancer Center,hematologic malignancies; Hodgkin lymphoma; diffuse large B‑cell lymphoma; solid tumors; glioblastoma,phase_1,CD5 CAR‑NK in T‑PLL,4 heavily pre‑treated pts,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
off-the-shelf-cell-therapies-for-cancer-and-beyond,David Cheng,Allogene Therapeutics,large B‑cell lymphoma; renal cell carcinoma; solid tumors; autoimmune disorders,phase_1_2,Alpha‑3 (ALO‑501A) MRD‑guided study,"Large B‑cell lymphoma, MRD‑positive post‑R‑CHOP",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
off-the-shelf-cell-therapies-for-cancer-and-beyond,David Cheng,Allogene Therapeutics,large B‑cell lymphoma; renal cell carcinoma; solid tumors; autoimmune disorders,phase_1_2,LO316 CD70 CAR‑T RCC trial,"Renal cell carcinoma, high CD70 expression",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
oncogenic-transcriptional-control-from-chromatin-to-cell-fate,Borja (last name not provided),DewPoint Therapeutics,ovarian cancer; esophageal cancer; pan‑cancer (MYC‑driven),preclinical,CDX ovarian model,MYC‑amplified ovarian cancer,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
oncogenic-transcriptional-control-from-chromatin-to-cell-fate,Borja (last name not provided),DewPoint Therapeutics,ovarian cancer; esophageal cancer; pan‑cancer (MYC‑driven),preclinical,PDX esophageal model,MYC‑amplified esophageal cancer,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
opening-ceremony,Lillian Siu,"Princess Margaret Cancer Centre, Toronto",gastroesophageal cancer,phase_1,GLITZ Clinical Trial,Gastroesophageal cancer patients,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
opening-plenary-precision-partnership-purpose-advancing-cancer-science-to-save-l,Dr. Carl H. June,"University of Pennsylvania, Perelman School of Medicine, Director of Parker Institute for Cancer Immunotherapy",glioblastoma; pancreatic cancer; ovarian cancer; gastroesophageal cancer; mesothelioma,mixed,Phase 2 claudin 18.2 CAR T trial (China),refractory gastroesophageal cancer,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
opening-plenary-precision-partnership-purpose-advancing-cancer-science-to-save-l,Dr. Carl H. June,"University of Pennsylvania, Perelman School of Medicine, Director of Parker Institute for Cancer Immunotherapy",glioblastoma; pancreatic cancer; ovarian cancer; gastroesophageal cancer; mesothelioma,mixed,Glioblastoma dual‑target CAR T IIT (UPenn),EGFRvIII+ and IL‑13Rα2+ recurrent GBM,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
pediatric-brain-tumors-biology-to-therapy,Suram,University of Michigan,pediatric ependymoma,preclinical,GHU 083 glutamine antagonist (early‑phase adult trial),not applicable,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
pediatric-brain-tumors-biology-to-therapy,Richard Gilbertson,University of Cambridge,supratentorial ependymoma; choroid plexus carcinoma; group 3 medulloblastoma,preclinical,"preclinical mouse models (ZFTA‑RELA ependymoma, CPC, group 3 medulloblastoma)",spontaneous genetically engineered tumors,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
pediatric-cancer-from-mechanism-to-translation,January Zhang,"Princess Margaret Cancer Centre, University of Toronto",neuroblastoma,phase_3,AMBL1531 (131I‑MIBG) trial,"high‑risk neuroblastoma, paired diagnostic and resection FFPE",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
pediatric-cancer-from-mechanism-to-translation,Richard Locke,"Children's Cancer Institute, Sydney",T‑cell acute lymphoblastic leukemia,preclinical,BEACON neuroblastoma trial (context only),not applicable,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
pezcoller-foundation-aacr-international-award-for-extraordinary-achievement-in-c,Douglas R. Lowy,"National Cancer Institute, Bethesda, MD",cervical cancer; anal cancer; oropharyngeal cancer; vulvar cancer; vaginal cancer,mixed,ESCUDO trial,"Single‑dose vs two‑dose Gardasil 9 or Cervarix in Costa Rica, n≈2,000",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
pezcoller-foundation-aacr-international-award-for-extraordinary-achievement-in-c,John T. Schiller,"National Cancer Institute, Bethesda, MD",ocular melanoma; bladder cancer; pan-cancer (HSPG‑modified tumors),mixed,Phase I/II ocular melanoma VLP‑IR700 trial,"Suprachoroidal injection, 3 × weekly, n≈100",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
pezcoller-foundation-aacr-international-award-for-extraordinary-achievement-in-c,John T. Schiller,"National Cancer Institute, Bethesda, MD",ocular melanoma; bladder cancer; pan-cancer (HSPG‑modified tumors),mixed,Phase I/II bladder cancer VLP‑IR700 intravesical trial,"Local administration via cystoscope, window‑of‑opportunity resection",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,Nicole Dresner,"FDA, Deputy Director, Division of Oncology 2",gastroenteropancreatic neuroendocrine tumor,approved,NETTER‑P,"Adolescents with SSTR‑positive GEP‑NETs or PPGLs, n=9 (4 GEP‑NET)",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,Mansi Dalal,"FDA, Clinical Reviewer, Division of Hemomalignancies 1",B‑cell acute lymphoblastic leukemia,approved,MT103205,"Children <18 y, relapsed/refractory Ph‑negative B‑ALL, n≈30",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
power-in-numbers-leveraging-adult-data-in-pediatric-cancer-drug-development,Mansi Dalal,"FDA, Clinical Reviewer, Division of Hemomalignancies 1",B‑cell acute lymphoblastic leukemia,approved,BLAST,"Adults ≥18 y, MRD‑positive B‑ALL, n≈200",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
